SPI-H,SPI-A,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
52,40,-0.25,2.07,2.03,1.89,1.84
40,77.6,1.25,1.95,1.89,2.03,1.97
49.2,88.1,0.25,2.13,2.06,1.84,1.81
82.5,52.8,-1.25,1.93,1.9,2.02,1.97
54.7,80.5,0.75,2.14,2.08,1.85,1.81
40,40,-1,2.01,1.96,1.97,1.9
91.5,76.9,-2,2.26,2.18,1.77,1.72
61.9,65.1,-0.25,1.88,1.84,2.07,2.03
64.3,70,-0.5,2.09,2.05,1.87,1.83
76.1,69.7,-0.75,2.04,1.98,1.91,1.88
63.9,63.1,-0.5,2.01,1.97,1.93,1.89
75.3,72.2,0,2.08,2.01,1.89,1.85
58.8,78,0.75,1.85,1.81,2.13,2.06
59.5,70.2,0,1.82,1.78,2.18,2.1
69.2,57.8,-0.5,1.97,1.93,1.98,1.93
57.8,61.9,-0.5,2.03,1.99,1.93,1.88
65.1,69.2,0.25,1.98,1.94,1.97,1.93
78,64.3,-1.25,1.84,1.8,2.12,2.07
70.2,58.8,-0.25,1.97,1.94,1.98,1.94
76.9,76.1,-0.25,1.83,1.78,2.17,2.1
70,63.9,-0.25,2.01,1.97,1.94,1.9
69.7,91.5,2,1.8,1.76,2.22,2.12
63.1,75.3,0.25,1.99,1.95,1.95,1.92
72.2,59.5,-1.5,2.08,2.02,1.9,1.86
61.9,72.2,0.5,1.95,1.9,2.03,1.97
65.1,57.8,-0.25,2.08,2.03,1.88,1.84
59.5,78,1,2.4,2.31,1.68,1.65
76.1,91.5,1.25,1.95,1.86,2.08,2.01
63.9,76.9,0.25,1.85,1.81,2.12,2.07
69.2,70.2,-0.5,1.9,1.86,2.06,2.02
58.8,63.1,-0.5,1.87,1.84,2.08,2.04
64.3,69.7,-0.5,2.04,1.99,1.92,1.88
75.3,70,-0.75,1.99,1.94,1.98,1.93
63.1,61.9,-0.5,2.01,1.97,1.95,1.9
91.5,63.9,-2.25,2.05,1.99,1.9,1.87
70.2,65.1,-0.5,1.9,1.86,2.05,2.01
72.2,69.2,-0.75,1.92,1.87,2.03,1.99
70,58.8,-0.25,2.13,2.07,1.85,1.81
69.7,75.3,0,2.04,1.98,1.91,1.87
78,57.8,-1.75,1.92,1.87,2.05,1.98
76.1,64.3,-0.75,1.96,1.92,1.98,1.94
76.9,59.5,-1.25,2.06,2.02,1.87,1.84
65.1,72.2,0.25,2.1,2.04,1.87,1.81
69.2,70,-1,2.23,2.15,1.78,1.73
75.3,91.5,1.25,1.93,1.88,2.03,1.97
58.8,69.7,-0.5,2.11,2.05,1.86,1.83
57.8,70.2,0.25,1.73,1.69,2.29,2.23
59.5,63.1,0.25,1.74,1.69,2.28,2.22
61.9,78,1,2.29,2.23,1.71,1.68
64.3,76.9,0.25,2.03,1.95,1.95,1.9
63.9,76.1,0.25,1.73,1.69,2.29,2.23
91.5,58.8,-2.5,2.02,1.98,1.94,1.88
78,69.2,-1,1.67,1.63,2.43,2.33
76.1,75.3,-0.25,1.95,1.91,2.01,1.96
63.9,64.3,-0.25,1.95,1.9,2,1.96
72.2,70.2,-0.75,1.95,1.91,1.99,1.95
70,65.1,-0.25,1.86,1.82,2.11,2.05
69.7,59.5,-0.75,2.02,1.94,1.96,1.92
63.1,57.8,-0.5,2.03,1.98,1.93,1.89
76.9,61.9,-1.25,1.89,1.83,2.08,2.03
75.3,76.9,0,1.81,1.77,2.17,2.1
65.1,78,1,2.17,2.1,1.81,1.76
70.2,70,-0.5,1.99,1.94,1.95,1.92
61.9,69.7,0,1.96,1.91,1.99,1.93
69.2,63.1,-1,2.36,2.25,1.72,1.67
58.8,63.9,-0.5,2.14,2.08,1.83,1.79
57.8,72.2,0.5,1.91,1.86,2.05,2
59.5,76.1,0.5,1.85,1.81,2.12,2.05
64.3,91.5,1.25,2.03,1.98,1.92,1.88
70,57.8,-0.5,1.91,1.87,2.05,2
91.5,59.5,-2.75,1.91,1.86,2.05,2
78,72.2,-1,1.91,1.83,2.08,2.02
63.1,70.2,-0.25,2.15,2.09,1.83,1.8
64.3,75.3,-0.25,2.26,2.18,1.76,1.71
76.1,65.1,-0.5,1.88,1.82,2.12,2.05
63.9,61.9,-1,2.42,2.33,1.67,1.62
76.9,58.8,-1,2.05,1.97,1.95,1.88
69.7,69.2,0,2.03,1.97,1.93,1.88
75.3,63.9,-0.5,1.82,1.77,2.17,2.11
65.1,63.1,-0.5,2.06,2.02,1.88,1.85
70.2,78,1,1.71,1.68,2.37,2.24
61.9,91.5,2,2.19,2.11,1.83,1.75
69.2,76.9,0,1.9,1.83,2.1,2.03
72.2,70,-1,1.93,1.85,2.05,2
57.8,69.7,-0.25,2.14,2.1,1.82,1.78
59.5,64.3,0,1.9,1.85,2.08,2.01
58.8,76.1,0,1.85,1.8,2.13,2.06
63.9,70.2,0,2.11,2.04,1.86,1.82
91.5,72.2,-1.5,2,1.92,1.98,1.94
63.1,78,1,1.95,1.88,2.04,1.97
64.3,61.9,-0.5,2,1.95,1.97,1.92
76.1,69.2,-0.25,1.89,1.84,2.08,2.02
76.9,57.8,-1.5,1.98,1.94,1.96,1.92
75.3,58.8,-0.75,2.01,1.94,1.96,1.92
70,59.5,-0.75,2.2,2.1,1.82,1.76
69.7,65.1,-0.25,2.12,2.04,1.87,1.83
70.2,69.7,-0.75,2.03,1.99,1.92,1.87
65.1,76.9,0.25,2.07,2.03,1.88,1.83
78,91.5,0.5,1.88,1.84,2.1,2.03
59.5,75.3,0.5,1.87,1.82,2.09,2.05
61.9,70,0,1.8,1.76,2.18,2.11
69.2,63.9,-1,2.17,2.09,1.82,1.77
72.2,63.1,-1,1.84,1.79,2.12,2.08
57.8,76.1,0,2.12,2.06,1.85,1.81
58.8,64.3,-0.5,2.06,2.01,1.9,1.85
70,78,0.75,1.87,1.83,2.09,2.04
91.5,65.1,-2.25,1.99,1.94,1.96,1.92
64.3,69.2,0,2.17,2.1,1.81,1.77
76.1,70.2,-0.25,1.94,1.89,2.02,1.97
76.9,72.2,-0.25,2.04,1.98,1.92,1.88
63.9,57.8,-0.25,1.79,1.72,2.23,2.17
58.8,59.5,-1,2.17,2.1,1.81,1.77
75.3,61.9,-1,2.12,2.05,1.84,1.81
69.7,63.1,-0.25,1.96,1.92,2,1.94
63.1,70,-0.25,2.03,1.98,1.95,1.9
65.1,58.8,-0.25,2.05,2,1.91,1.87
78,75.3,-1,2.39,2.29,1.7,1.66
70.2,76.9,0,2.01,1.95,1.95,1.91
59.5,63.9,0,2.03,1.98,1.93,1.88
69.2,91.5,1,2.06,2.03,1.91,1.84
72.2,69.7,-1,1.84,1.8,2.13,2.08
57.8,64.3,-0.25,2.25,2.14,1.8,1.75
61.9,76.1,0,2.17,2.09,1.84,1.78
59.5,61.9,-0.25,2.2,2.12,1.81,1.77
91.5,63.1,-2.5,2.11,2.06,1.85,1.81
76.1,72.2,0.25,2.02,1.97,2.45,2.32
76.9,78,-0.25,2.04,2,1.9,1.87
63.9,65.1,0,1.93,1.86,2.05,2
75.3,57.8,-1,1.71,1.68,2.31,2.25
69.7,70,-0.25,2.05,2,1.9,1.87
64.3,70.2,0,1.97,1.93,1.99,1.93
58.8,69.2,0,1.94,1.9,2.02,1.96
70,76.9,0.25,1.93,1.88,2.03,1.97
78,69.7,-1.25,1.89,1.85,2.07,2.01
70.2,91.5,1,2.25,2.19,2.5,2.4
61.9,58.8,-0.25,2.24,2.17,1.76,1.72
69.2,75.3,-0.25,1.99,1.93,1.98,1.93
72.2,63.9,-1.25,1.95,1.9,2.02,1.96
65.1,64.3,-0.75,2.34,2.22,1.73,1.69
57.8,59.5,-0.25,2.05,1.95,1.96,1.91
63.1,76.1,0.25,1.8,1.75,2.17,2.11
59.5,69.2,0.25,2.05,1.99,1.9,1.86
61.9,70.2,-0.25,2.33,2.24,1.73,1.68
63.9,78,0.75,2.09,2.03,1.88,1.83
58.8,72.2,0.25,1.86,1.82,2.09,2.04
91.5,57.8,-2.75,1.88,1.83,2.07,2.03
64.3,63.1,-0.25,1.75,1.68,2.33,2.23
76.1,70,-0.75,2.2,2.12,1.8,1.75
76.9,69.7,-1,1.77,1.71,2.25,2.16
75.3,65.1,-0.75,2.23,2.11,1.81,1.76
69.2,61.9,-0.75,2.09,2.04,1.87,1.84
65.1,59.5,-0.75,2.04,1.99,1.91,1.88
78,76.1,-1,1.82,1.78,2.14,2.08
70.2,75.3,-0.25,2.21,2.15,1.79,1.75
57.8,58.8,0.25,2.08,2.03,1.89,1.84
70,91.5,1.5,1.95,1.91,2.01,1.95
69.7,63.9,-0.75,2.29,2.23,1.72,1.69
63.1,76.9,0.75,1.85,1.81,2.14,2.06
72.2,64.3,-1,2.08,2.03,1.87,1.83
76.9,91.5,0.5,2.02,1.96,1.94,1.9
65.1,61.9,-0.5,1.95,1.91,2,1.96
70.2,59.5,-0.75,2.17,2.09,1.84,1.78
63.1,63.9,-0.25,1.95,1.91,1.99,1.95
72.2,75.3,-0.25,1.89,1.85,2.07,2.02
70,64.3,-0.25,1.87,1.82,2.09,2.05
69.7,76.1,-0.25,2.28,2.2,1.75,1.7
78,58.8,-1,1.7,1.64,2.38,2.29
57.8,69.2,0.25,2,1.94,1.96,1.91
64.3,78,0.25,1.99,1.95,1.97,1.92
59.5,72.2,0.25,2.09,2.03,1.88,1.84
61.9,57.8,-0.25,1.92,1.88,2.04,1.98
76.1,76.9,0.25,1.86,1.82,2.09,2.05
63.9,70,-0.25,2.25,2.17,1.77,1.72
69.2,65.1,-0.25,1.84,1.8,2.11,2.07
58.8,70.2,-0.25,1.95,1.92,1.98,1.95
91.5,69.7,-2.5,2.02,1.98,1.92,1.89
75.3,63.1,-1,2.06,1.99,1.92,1.87
70.2,69.2,-0.25,2.2,2.14,1.79,1.74
91.5,76.1,-2,2.05,1.96,1.93,1.89
78,59.5,-1.25,1.9,1.85,2.04,2
57.8,65.1,0.25,1.73,1.68,2.31,2.23
72.2,61.9,-1,1.84,1.8,2.13,2.08
70,75.3,0.25,1.75,1.72,2.23,2.17
69.7,64.3,-0.25,1.93,1.89,2.01,1.96
63.1,58.8,-0.25,1.99,1.94,1.95,1.91
76.9,63.9,-1,1.72,1.68,2.31,2.25
57.8,78,1,1.69,1.65,2.38,2.31
59.5,76.9,0.5,2.04,1.99,1.92,1.87
64.3,76.1,0.25,1.69,1.65,2.36,2.3
63.9,91.5,1.5,2.01,1.97,1.94,1.89
69.2,72.2,-0.25,2.28,2.2,1.74,1.7
75.3,69.7,-0.75,2.07,2,1.9,1.85
58.8,70,-0.25,1.97,1.92,1.99,1.94
65.1,70.2,-0.25,2.06,2.02,1.89,1.84
61.9,63.1,-0.25,2.02,1.97,1.92,1.88
72.2,65.1,-0.75,2.01,1.96,1.95,1.89
91.5,75.3,-1.75,2.07,2.02,1.88,1.84
78,61.9,-1.25,1.8,1.75,2.17,2.12
70.2,57.8,-0.75,2.23,2.17,1.76,1.72
63.1,59.5,-0.25,1.83,1.78,2.14,2.09
76.1,63.9,-1,2.17,2.11,1.83,1.77
76.9,64.3,-1,1.93,1.88,2.01,1.97
70,69.2,-0.25,2.22,2.15,1.77,1.73
69.7,58.8,-0.25,1.86,1.81,2.12,2.06
64.3,63.9,-0.25,1.78,1.73,2.22,2.15
57.8,63.1,-0.25,2.01,1.96,1.95,1.9
59.5,69.7,-0.25,2.25,2.16,1.78,1.73
61.9,76.9,0.25,2.23,2.17,1.76,1.72
75.3,76.1,-0.25,1.84,1.8,2.13,2.07
58.8,91.5,1.5,1.85,1.8,2.14,2.07
65.1,70,-0.25,1.76,1.71,2.26,2.17
69.2,78,0.25,1.93,1.88,2.02,1.97
70.2,72.2,-0.25,2.25,2.15,1.77,1.73
63.9,58.8,-0.25,1.95,1.89,2.03,1.98
91.5,64.3,-2,1.77,1.74,3,2.83
63.1,69.2,-0.25,2.26,2.21,1.73,1.69
76.1,59.5,-1,2.26,2.18,1.77,1.71
70,70.2,-0.25,2.1,2.05,1.86,1.81
69.7,61.9,-0.75,2.07,2.02,1.87,1.83
76.9,75.3,-0.75,2.24,2.16,1.78,1.72
72.2,57.8,-1,1.94,1.89,2.01,1.97
78,65.1,-1,1.83,1.78,2.15,2.1
69.2,69.7,-0.5,2.04,1.99,1.92,1.88
65.1,76.1,0.25,1.81,1.76,2.2,2.12
70.2,63.1,-0.75,2.02,1.96,1.95,1.9
61.9,63.9,-0.25,2,1.93,1.99,1.93
72.2,78,-0.25,2.15,2.09,1.83,1.78
75.3,64.3,-0.75,1.9,1.85,2.07,2.02
58.8,76.9,0.25,2.04,1.98,1.92,1.88
57.8,70,-0.25,2.14,2.09,1.83,1.79
59.5,91.5,1.5,2.07,1.93,1.98,1.93
63.9,75.3,0.25,2.09,2.03,1.88,1.83
91.5,61.9,-2.25,1.85,1.82,2.11,2.06
63.1,65.1,-0.25,1.95,1.92,1.98,1.94
64.3,59.5,-0.25,1.84,1.81,2.11,2.06
76.1,58.8,-0.75,1.96,1.92,1.98,1.94
76.9,69.2,-0.75,1.91,1.88,2.03,1.98
78,70.2,-0.75,2.04,1.99,1.95,1.87
70,72.2,0.25,1.7,1.66,2.38,2.28
69.7,57.8,-0.75,2.09,2.05,1.86,1.82
65.9,68.2,-0.5,2.07,2.03,1.9,1.86
76.2,52.9,-0.75,2.05,1.97,1.96,1.91
69.5,76.5,-0.25,2.08,2.05,1.87,1.83
67.3,82.5,1.25,1.77,1.75,2.25,2.16
75.5,72,-1,2.12,2.06,1.86,1.82
69.3,73.1,-1,1.9,1.86,2.05,2.01
89.4,71.8,-2,2.05,2,1.91,1.86
62.8,90.6,1.5,2.03,1.98,1.95,1.89
64.7,72.4,0.25,1.93,1.89,2.03,1.98
56.9,73.8,-0.25,1.92,1.88,2.04,1.99
71.8,69.5,-0.25,2.05,1.96,1.96,1.93
76.5,72.4,-0.25,1.83,1.8,2.14,2.1
68.2,89.4,1.5,2.05,2,1.92,1.89
67.3,56.9,-0.25,1.88,1.85,2.08,2.03
52.9,82.5,0.75,1.89,1.86,2.08,2.02
64.7,62.8,-0.25,1.93,1.89,2.04,1.99
73.8,69.3,-0.25,2.2,2.17,1.78,1.74
72,65.9,-0.5,2,1.96,1.97,1.93
73.1,75.5,0.25,2.06,2.03,1.9,1.86
90.6,76.2,-2.25,2.06,2.02,1.9,1.87
65.9,73.1,-0.5,2.14,2.09,1.84,1.81
89.4,72,-2,1.83,1.78,2.17,2.11
90.6,64.7,-3,2.07,2.01,1.9,1.86
75.5,73.8,-1,2.08,2.04,1.88,1.85
76.2,82.5,0.25,2.03,1.99,1.93,1.89
69.3,67.3,-0.75,1.92,1.88,2.03,1.99
69.5,68.2,-0.75,1.99,1.95,1.95,1.92
62.8,76.5,0,2.03,1.99,1.91,1.88
72.4,71.8,-0.5,1.92,1.88,2.04,2.01
56.9,52.9,-0.5,2.07,2.04,1.87,1.86
73.8,65.9,-0.25,1.83,1.79,2.14,2.09
82.5,56.9,-1.75,1.97,1.92,1.99,1.94
71.8,62.8,-0.75,2.17,2.13,1.79,1.76
73.1,89.4,1.75,2.01,1.98,1.94,1.89
64.7,76.2,0.25,1.88,1.84,2.1,2.03
68.2,72.4,0.25,1.87,1.84,2.06,2.03
67.3,75.5,0.25,1.92,1.88,2.04,1.99
52.9,69.3,0,2.04,1.99,1.92,1.87
76.5,90.6,0.75,2.06,2.03,1.87,1.85
72,69.5,-0.25,2.05,2.01,1.91,1.86
89.4,73.8,-2.5,1.91,1.88,2.04,2
76.2,56.9,-1,1.95,1.91,2,1.96
69.3,82.5,0.25,1.95,1.92,1.99,1.95
62.8,68.2,-0.5,1.92,1.89,2.03,2
65.9,67.3,-0.25,1.89,1.84,2.09,2.04
90.6,71.8,-2.75,1.99,1.95,1.97,1.93
75.5,52.9,-1.25,1.94,1.89,2.03,1.98
69.5,73.1,-0.5,1.81,1.77,2.17,2.13
64.7,76.5,0.25,1.88,1.84,2.09,2.03
72.4,72,-0.75,2.02,1.97,1.93,1.9
68.2,90.6,2,2.2,2.13,1.8,1.75
82.5,75.5,-0.75,1.79,1.75,2.24,2.15
67.3,89.4,2,1.75,1.7,2.3,2.2
56.9,69.3,0.25,1.78,1.74,2.22,2.15
73.8,69.5,-0.25,1.98,1.94,1.97,1.93
72,62.8,-0.5,2,1.95,1.98,1.93
73.1,72.4,0,2.07,2.01,1.9,1.85
52.9,65.9,-0.25,1.83,1.79,2.16,2.09
76.5,76.2,-0.25,2.01,1.96,1.96,1.92
71.8,64.7,-0.75,2.11,2.06,1.85,1.81
69.5,67.3,-0.75,1.99,1.94,1.98,1.93
62.8,73.1,-0.25,1.96,1.92,1.98,1.95
65.9,82.5,1,1.81,1.77,2.18,2.12
64.7,68.2,-0.75,2.2,2.12,1.81,1.76
75.5,56.9,-1.5,2.02,1.97,1.95,1.9
89.4,52.9,-3,1.92,1.88,2.03,1.99
90.6,72,-2.75,2.07,2,1.93,1.87
76.5,71.8,-0.75,2.23,2.18,1.75,1.72
76.2,69.3,-0.75,2.22,2.17,1.76,1.73
72.4,73.8,-0.75,2.13,2.09,1.84,1.79
72,64.7,-0.75,2.05,2,1.92,1.87
68.2,76.5,0.25,2.08,2.02,1.91,1.85
69.3,75.5,-0.25,2.17,2.11,1.82,1.77
82.5,89.4,0,2.19,2.11,1.82,1.76
73.1,90.6,1.5,2.12,2.04,1.89,1.84
71.8,76.2,0,1.95,1.89,2.03,1.97
73.8,62.8,-0.25,1.76,1.71,2.28,2.19
67.3,72.4,0,2.05,1.99,1.92,1.87
56.9,65.9,-0.25,2.05,1.99,1.91,1.87
52.9,69.5,-0.25,2.11,2.06,1.85,1.81
89.4,56.9,-3,1.89,1.85,2.08,2.03
71.8,68.2,-1,2.06,2.01,1.89,1.85
64.7,73.1,-0.25,2.12,2.07,1.85,1.82
76.2,75.5,-0.5,1.99,1.94,1.99,1.94
69.5,82.5,0.75,1.74,1.69,2.32,2.22
65.9,69.3,-0.25,2.12,2.07,1.87,1.81
90.6,73.8,-2.75,1.93,1.9,2.01,1.97
72.4,52.9,-1,1.9,1.86,2.06,2.01
62.8,67.3,-0.25,1.81,1.76,2.2,2.12
76.5,72,-0.75,2.13,2.07,1.84,1.8
68.2,76.2,0.75,2.13,2.07,1.85,1.81
69.3,89.4,1.25,1.93,1.89,2.03,1.99
82.5,72.4,-1,2.01,1.95,1.96,1.92
75.5,65.9,-1,2.12,2.06,1.84,1.82
73.8,64.7,-0.75,2.31,2.25,1.71,1.68
73.1,76.5,0,1.88,1.83,2.09,2.04
67.3,90.6,2,1.75,1.7,2.29,2.2
56.9,69.5,0.25,1.86,1.83,2.09,2.05
72,71.8,-0.25,2,1.95,1.97,1.92
52.9,62.8,-0.25,1.91,1.87,2.06,2
71.8,73.1,-0.25,1.78,1.74,2.21,2.16
68.2,72,0,2.04,1.99,1.91,1.87
89.4,75.5,-2,2.06,1.99,1.93,1.87
62.8,82.5,0.75,1.84,1.81,2.11,2.06
76.2,65.9,-1,1.93,1.9,2.01,1.97
69.5,69.3,-0.25,1.84,1.8,2.13,2.08
64.7,67.3,-0.25,2.12,2.08,1.84,1.81
90.6,52.9,-3,1.91,1.86,2.04,2.01
76.5,73.8,-1,2.07,2.02,1.89,1.85
72.4,56.9,-1,2.01,1.96,1.95,1.91
67.3,76.5,0.25,1.83,1.79,2.14,2.1
82.5,90.6,0.25,1.99,1.93,1.98,1.94
73.1,68.2,-0.5,1.86,1.82,2.12,2.06
65.9,89.4,1.5,1.9,1.82,2.13,2.05
75.5,69.5,-0.75,2,1.94,1.97,1.93
69.3,72.4,-0.25,1.96,1.92,2.01,1.96
72,76.2,0.25,1.94,1.9,2.01,1.97
52.9,64.7,-0.5,1.97,1.91,2.01,1.97
56.9,62.8,-0.25,2.06,2.01,1.92,1.86
73.8,71.8,-0.25,2.13,2.08,1.84,1.8
69.5,65.9,-0.5,2.01,1.97,1.96,1.92
68.2,73.8,0,1.86,1.82,2.12,2.06
71.8,67.3,-0.25,1.81,1.77,2.19,2.11
64.7,82.5,1,1.9,1.83,2.11,2.05
90.6,56.9,-3,2.08,2.04,1.88,1.84
62.8,69.3,0,1.99,1.96,1.96,1.91
76.5,52.9,-1.25,1.95,1.92,1.99,1.96
76.2,89.4,0.75,1.85,1.8,2.14,2.07
72.4,75.5,-0.25,2.07,2.03,1.89,1.85
72,73.1,-0.25,1.8,1.75,2.23,2.14
56.9,64.7,-0.75,2.02,1.97,1.95,1.9
69.3,90.6,1.25,1.92,1.88,2.05,1.99
82.5,76.5,-1,2.01,1.94,1.97,1.93
89.4,69.5,-2.5,2.01,1.97,1.95,1.91
75.5,62.8,-1.25,2.03,1.98,1.92,1.89
73.8,72,-0.25,2.03,1.99,1.93,1.89
73.1,76.2,0.25,1.84,1.8,2.17,2.1
52.9,71.8,-0.25,1.98,1.93,1.98,1.94
65.9,72.4,0,2.01,1.97,1.94,1.9
67.3,68.2,-0.75,1.84,1.82,2.13,2.07
68.2,52.9,-0.25,1.99,1.94,1.97,1.92
73.1,73.8,-0.25,1.8,1.75,2.19,2.13
62.8,65.9,-0.25,2.05,2,1.9,1.85
90.6,75.5,-1.5,1.9,1.84,2.07,2.02
76.2,69.5,-0.75,1.94,1.89,2.01,1.97
71.8,82.5,0.75,1.95,1.91,2,1.95
64.7,69.3,0.25,1.98,1.93,1.98,1.93
76.5,56.9,-1,1.91,1.87,2.04,1.99
72.4,89.4,1,2.03,1.95,1.95,1.91
72,67.3,-0.25,1.77,1.73,2.24,2.15
75.5,64.7,-1.5,2,1.94,1.96,1.94
69.3,76.5,-0.25,1.98,1.93,1.97,1.94
82.5,68.2,-1.75,1.98,1.93,1.97,1.93
73.8,76.2,0.25,1.74,1.71,2.26,2.2
89.4,62.8,-2.75,1.88,1.84,2.06,2.03
69.5,72.4,-0.25,2.07,2.03,1.87,1.84
67.3,73.1,-0.25,1.94,1.89,2.02,1.97
52.9,72,-0.25,2.21,2.15,1.78,1.74
56.9,71.8,-0.25,1.82,1.78,2.16,2.1
64.7,65.9,-0.25,2.27,2.21,1.76,1.72
73.1,52.9,-0.75,2.05,1.98,1.93,1.88
76.5,75.5,-0.25,1.98,1.92,1.99,1.95
68.2,56.9,-0.25,1.82,1.8,2.13,2.08
73.8,67.3,-0.25,1.75,1.72,2.28,2.19
71.8,69.3,0.25,1.7,1.67,2.34,2.26
72,82.5,0.75,1.88,1.84,2.08,2.03
62.8,69.5,-0.25,2.39,2.28,1.7,1.66
90.6,89.4,-0.25,1.85,1.83,2.09,2.05
76.2,72.4,-0.25,1.83,1.79,2.14,2.08
82.5,73.1,-1.25,2,1.94,1.96,1.92
52.9,73.8,-0.25,2.31,2.22,1.74,1.69
75.5,71.8,-1,1.87,1.84,2.07,2.03
76.2,67.3,-0.75,1.87,1.82,2.09,2.05
69.3,68.2,-0.75,1.88,1.83,2.09,2.04
89.4,64.7,-3.25,1.93,1.85,2.08,2.02
69.5,90.6,1.25,1.92,1.88,2.05,1.99
65.9,76.5,0.25,1.83,1.79,2.14,2.09
72.4,62.8,-1,2.08,2.02,1.9,1.85
56.9,72,-0.25,2.2,2.14,1.78,1.75
73.1,56.9,-0.75,2.11,2.05,1.86,1.83
73.8,82.5,0.25,2.2,2.11,1.81,1.76
67.3,52.9,-0.75,2,1.94,1.96,1.92
62.8,76.2,0.25,1.88,1.85,2.06,2.02
90.6,72.4,-2,2.08,2,1.91,1.86
68.2,75.5,0.25,1.97,1.92,1.99,1.94
72,69.3,-0.25,2.25,2.19,1.75,1.71
64.7,69.5,0.25,1.89,1.83,2.08,2.03
76.5,89.4,1.25,1.95,1.91,2.01,1.95
71.8,65.9,-0.25,1.92,1.87,2.06,1.99
73.1,69.3,-0.25,2.42,2.34,1.7,1.63
82.5,67.3,-1.25,1.93,1.88,2.08,1.99
72,75.5,0.25,1.7,1.66,2.35,2.27
52.9,76.2,0.75,1.93,1.88,2.06,1.98
72.4,64.7,-1,1.89,1.83,2.1,2.04
68.2,65.9,-0.25,1.9,1.86,2.06,2.01
71.8,89.4,2,1.72,1.66,2.38,2.29
90.6,62.8,-2.5,1.97,1.92,2,1.95
76.5,69.5,-0.75,2.19,2.11,1.8,1.77
73.8,56.9,-0.75,1.94,1.89,2.02,1.98
69.3,73.8,-0.25,1.71,1.68,2.35,2.25
62.8,64.7,-0.25,1.75,1.71,2.25,2.2
56.9,67.3,-0.25,2.09,2.01,1.9,1.85
76.2,90.6,1,1.86,1.82,2.1,2.05
72.4,76.5,-0.25,1.87,1.83,2.08,2.04
82.5,52.9,-2,1.99,1.93,1.96,1.93
89.4,68.2,-2.75,1.93,1.88,2.06,1.98
65.9,72,-0.25,2.12,2.07,1.83,1.81
75.5,73.1,-1,1.91,1.86,2.05,2
69.5,71.8,-0.75,2.02,1.97,1.92,1.88
76.5,62.8,-1,1.8,1.74,2.23,2.14
68.2,69.5,-0.25,2.33,2.23,1.73,1.69
71.8,72.4,0.25,1.77,1.72,2.23,2.16
73.8,75.5,-0.25,2.25,2.18,1.76,1.71
64.7,90.6,2,2.01,1.95,1.96,1.91
82.5,76.2,-1,1.84,1.8,2.11,2.07
72,89.4,1.5,1.9,1.84,2.08,2.03
73.1,65.9,-0.75,2.3,2.26,1.71,1.67
67.3,69.3,-0.25,2.16,2.12,1.8,1.75
52.9,56.9,-0.25,1.98,1.93,1.97,1.92
69.3,52.9,-1.25,2.04,1.98,1.9,1.87
65.9,73.8,0.25,1.69,1.66,2.35,2.26
56.9,82.5,0.75,2.14,2.07,1.83,1.79
90.6,76.5,-2,2.07,2.01,1.91,1.86
72.4,68.2,-1,2.31,2.26,1.71,1.67
89.4,73.1,-2.5,1.97,1.93,1.98,1.94
69.5,72,-0.75,2.21,2.14,1.77,1.74
75.5,67.3,-1,2.33,2.25,1.72,1.67
76.2,64.7,-1,1.91,1.84,2.07,2.02
62.8,71.8,-0.25,2.01,1.94,1.96,1.91
67.3,65.9,-0.25,1.63,1.59,2.51,2.44
68.2,62.8,-0.75,2.23,2.15,1.78,1.73
73.8,89.4,1.25,1.82,1.79,2.14,2.08
52.9,75.5,0.25,2.17,2.1,1.82,1.77
56.9,76.2,0.25,2.19,2.1,1.81,1.77
82.5,69.3,-1.25,2.14,2.08,1.83,1.79
71.8,90.6,1.75,1.88,1.84,2.1,2.03
72,72.4,-0.25,2.17,2.11,1.8,1.76
76.5,64.7,-1,2.08,2,1.93,1.86
73.1,69.5,-0.25,2.14,2.09,1.82,1.78
65.9,90.6,2,1.66,1.62,2.41,2.35
62.8,72,-0.25,2.26,2.21,1.8,1.72
89.4,67.3,-2.25,1.98,1.91,2,1.95
69.5,73.8,-0.25,1.79,1.74,2.2,2.14
65.9,52.9,-0.75,2.14,2.08,1.84,1.78
90.6,68.2,-2.25,1.85,1.79,2.13,2.07
69.3,56.9,-0.75,1.97,1.92,1.97,1.93
75.5,82.5,0.25,1.91,1.87,2.04,1.98
76.2,76.5,-1,2.25,2.19,1.75,1.7
72.4,73.1,-0.25,1.61,1.58,2.52,2.44
64.7,71.8,-0.25,2.13,2.08,1.83,1.78
72,90.6,1,2,1.94,1.97,1.93
67.3,69.5,-0.25,2.09,2.04,1.87,1.83
69.3,76.2,-0.25,2.31,2.24,1.74,1.69
82.5,65.9,-1.5,1.95,1.91,2,1.96
73.8,72.4,-0.25,1.96,1.9,2.02,1.96
73.1,62.8,-0.25,2.23,2.17,1.76,1.72
56.9,75.5,0.25,2,1.96,1.94,1.9
68.2,64.7,-0.25,2.17,2.1,1.8,1.78
71.8,76.5,0.25,1.81,1.75,2.23,2.13
52.9,89.4,2,2.04,1.99,1.91,1.87
62.8,73.8,-0.25,2.39,2.31,1.68,1.65
65.9,56.9,-0.25,1.88,1.83,2.09,2.03
90.6,73.1,-2,2.03,1.97,1.95,1.89
